timestamp,num_motos_detectadas,confianca_media
2025-09-24T00:59:55.991207,2,0.4362553507089615
2025-09-24T00:59:56.780376,2,0.5280025154352188
2025-09-24T00:59:57.541191,2,0.4958544373512268
2025-09-24T00:59:58.337365,2,0.5688520520925522
2025-09-24T00:59:59.094934,2,0.5097635239362717
2025-09-24T00:59:59.872554,2,0.5195184946060181
2025-09-24T01:00:00.602188,2,0.5410603433847427
2025-09-24T01:00:01.316060,2,0.5233959257602692
2025-09-24T01:00:02.090864,2,0.5324710756540298
2025-09-24T01:00:02.904648,2,0.4888629615306854
2025-09-24T01:00:03.581666,2,0.5141377598047256
2025-09-24T01:00:04.276066,2,0.5574027895927429
2025-09-24T01:00:05.245695,2,0.5493634641170502
2025-09-24T01:00:06.122109,2,0.5295217782258987
2025-09-24T01:00:07.106661,2,0.5116191655397415
2025-09-24T01:00:08.044147,2,0.48714831471443176
2025-09-24T01:00:09.036544,3,0.4046681523323059
2025-09-24T01:00:09.958888,3,0.41163524985313416
2025-09-24T01:00:10.792198,3,0.42948495348294574
2025-09-24T01:00:11.471092,3,0.49319496750831604
2025-09-24T01:00:12.242612,3,0.5129168033599854
2025-09-24T01:00:12.954912,3,0.49497262636820477
2025-09-24T01:00:13.650359,3,0.4809542695681254
2025-09-24T01:00:14.421905,3,0.5341856976350149
2025-09-24T01:00:15.168718,3,0.5368004242579142
2025-09-24T01:00:15.931292,3,0.5077059070269266
2025-09-24T01:00:16.650559,3,0.5011176963647207
2025-09-24T01:00:17.306580,3,0.5329600671927134
2025-09-24T01:00:18.035451,3,0.5337888101736704
2025-09-24T01:00:18.775787,3,0.5626672307650248
2025-09-24T01:00:19.540178,3,0.5632847348848978
2025-09-24T01:00:20.445853,3,0.5557234783967336
2025-09-24T01:00:21.334039,3,0.51109778881073
2025-09-24T01:00:22.256601,3,0.5368902186552683
2025-09-24T01:00:23.266740,3,0.5918085773785909
2025-09-24T01:00:24.276252,3,0.5604909261067709
2025-09-24T01:00:25.219451,3,0.5485462049643198
2025-09-24T01:00:26.012925,3,0.5457162459691366
2025-09-24T01:00:26.801192,3,0.5845033327738444
2025-09-24T01:00:27.588355,3,0.5695015887419382
2025-09-24T01:00:28.240030,3,0.5505745708942413
2025-09-24T01:00:29.063691,3,0.5786696076393127
2025-09-24T01:00:29.836408,3,0.6134365300337473
2025-09-24T01:00:30.558164,3,0.5962557295958201
2025-09-24T01:00:31.260165,3,0.5484056770801544
2025-09-24T01:00:32.092185,3,0.5793003539244334
2025-09-24T01:00:32.819580,4,0.5226703882217407
2025-09-24T01:00:33.553074,4,0.510615698993206
2025-09-24T01:00:34.319627,4,0.5120974630117416
2025-09-24T01:00:35.236838,4,0.4961264505982399
2025-09-24T01:00:36.107886,4,0.4787795692682266
2025-09-24T01:00:36.938011,4,0.4559483006596565
2025-09-24T01:00:37.764891,4,0.47991950809955597
2025-09-24T01:00:38.724844,5,0.4405982673168182
2025-09-24T01:00:39.729622,5,0.44677369594573973
2025-09-24T01:00:40.628753,5,0.48273528218269346
2025-09-24T01:00:41.442044,5,0.4727429449558258
2025-09-24T01:00:42.199506,5,0.512080454826355
2025-09-24T01:00:42.885070,5,0.5078080654144287
2025-09-24T01:00:43.569596,5,0.5039309859275818
2025-09-24T01:00:44.352050,5,0.48579919934272764
2025-09-24T01:00:45.084104,5,0.4573736786842346
2025-09-24T01:00:45.840046,5,0.5132615506649018
2025-09-24T01:00:46.586980,5,0.5023563265800476
2025-09-24T01:00:47.269057,5,0.5186302363872528
2025-09-24T01:00:48.070983,4,0.5217240303754807
2025-09-24T01:00:48.758054,5,0.5064707934856415
2025-09-24T01:00:49.510019,4,0.5285742282867432
2025-09-24T01:00:50.181195,4,0.539210595190525
2025-09-24T01:00:51.075392,4,0.5133152231574059
2025-09-24T01:00:51.933138,5,0.4926169991493225
2025-09-24T01:00:52.809714,5,0.4835588693618774
2025-09-24T01:00:53.716664,5,0.4647723615169525
2025-09-24T01:00:54.677973,5,0.47388470768928526
2025-09-24T01:00:55.686616,5,0.49043267369270327
2025-09-24T01:00:56.597450,5,0.5111855745315552
